"","pid","year","occ_change","Length.of.time.within.firm"
"4885",358203,2009,"Yes",30.8330001831055
"4886",358203,2015,"No",37.0830001831055
"4887",358203,2017,"Yes",1.08299994468689
"4888",358203,2003,"No",24.75
"4889",358203,2005,"No",26.9169998168945
"4890",358203,2007,"No",28.8330001831055
"4891",358203,2020,"Yes",4.33300018310547
"4892",358203,2013,"No",34.9169998168945
"4893",358203,2016,"No",38.0830001831055
"4894",358203,2008,"Yes",29.8330001831055
"4895",358203,2004,"Yes",25.75
"4896",358203,2011,"No",32.8330001831055
"4897",358203,2006,"Yes",27.8330001831055
"4898",358203,2001,"Yes",22.75
"4899",358301,2002,"Yes",NA
"4900",358301,2010,"No",29.4169998168945
"4901",358301,2014,"No",33.5
"4902",358301,2012,"Yes",31.5
"4903",358301,2009,"Yes",28.4169998168945
"4904",358301,2015,"No",34.5
"4905",358301,2017,"No",36.5
"4906",358301,2003,"Yes",22.3330001831055
"4907",358301,2005,"No",24.4169998168945
"4908",358301,2007,"No",26.5
"4909",358301,2013,"No",32.5
"4910",358301,2016,"No",35.5
"4911",358301,2008,"Yes",27.5
"4912",358301,2004,"Yes",23.4169998168945
"4913",358301,2011,"No",30.5
"4914",358301,2006,"Yes",25.5
"4915",358301,2001,"Yes",20.5
"4916",358302,2019,"No",NA
"4917",358302,2002,"Yes",14.0830001831055
"4918",358302,2010,"No",22.0830001831055
"4919",358302,2014,"No",26.1669998168945
"4920",358302,2012,"Yes",24.1669998168945
"4921",358302,2009,"Yes",21.0830001831055
"4922",358302,2015,"No",27.1669998168945
"4923",358302,2017,"No",29.1669998168945
"4924",358302,2003,"Yes",15
"4925",358302,2005,"No",17.0830001831055
"4926",358302,2007,"No",19.1669998168945
"4927",358302,2013,"No",25.1669998168945
"4928",358302,2016,"No",28.1669998168945
"4929",358302,2008,"Yes",20.1669998168945
"4930",358302,2004,"Yes",16.0830001831055
"4931",358302,2011,"No",23.1669998168945
"4932",358302,2006,"Yes",18.1669998168945
"4933",358302,2001,"Yes",13.1669998168945
"4934",360303,2019,"No",NA
"4935",360303,2002,"Yes",29.5
"4936",360303,2010,"No",37.5830001831055
"4937",360303,2014,"No",41.5
"4938",360303,2012,"Yes",39.6669998168945
"4939",360303,2009,"Yes",36.5
"4940",360303,2015,"No",42.5830001831055
"4941",360303,2017,"No",44.5830001831055
"4942",360303,2003,"Yes",30.4169998168945
"4943",360303,2005,"No",32.5
"4944",360303,2007,"No",34.5830001831055
"4945",360303,2020,"No",47.6669998168945
"4946",360303,2013,"Yes",40.6669998168945
"4947",360303,2016,"No",43.6669998168945
"4948",360303,2008,"Yes",35.5830001831055
"4949",360303,2004,"Yes",31.4169998168945
"4950",360303,2011,"No",38.5830001831055
"4951",360303,2006,"Yes",33.5
"4952",360303,2001,"Yes",28.5
"4953",360304,2002,"Yes",NA
"4954",360304,2010,"No",35.5830001831055
"4955",360304,2014,"No",39.5
"4956",360304,2012,"Yes",37.6669998168945
"4957",360304,2009,"Yes",34.5
"4958",360304,2015,"No",40.5830001831055
"4959",360304,2017,"No",42.5830001831055
"4960",360304,2003,"Yes",28.4169998168945
"4961",360304,2005,"No",30.5
"4962",360304,2007,"No",32.5830001831055
"4963",360304,2013,"No",38.5830001831055
"4964",360304,2016,"No",41.6669998168945
"4965",360304,2008,"Yes",33.5830001831055
"4966",360304,2004,"Yes",29.4169998168945
"4967",360304,2011,"No",36.5830001831055
"4968",360304,2006,"Yes",31.5
"4969",360304,2001,"Yes",26.5830001831055
"4970",360305,2002,"Yes",NA
"4971",360305,2001,"Yes",2.83299994468689
"4972",362002,2002,"Yes",NA
"4973",362002,2010,"No",10.4169998168945
"4974",362002,2014,"No",14.4169998168945
"4975",362002,2009,"Yes",9.5
"4976",362002,2003,"Yes",3.41700005531311
"4977",362002,2005,"No",5.41699981689453
"4978",362002,2007,"No",7.41699981689453
"4979",362002,2008,"No",8.41699981689453
"4980",362002,2004,"Yes",4.33300018310547
"4981",362002,2011,"No",11.5
"4982",362002,2006,"Yes",6.41699981689453
"4983",362002,2001,"Yes",1.33299994468689
"4984",363003,2019,"No",NA
"4985",363003,2002,"Yes",1.08299994468689
"4986",363003,2010,"No",9.25
"4987",363003,2014,"No",13
"4988",363003,2012,"Yes",10.9169998168945
"4989",363003,2009,"Yes",8.16699981689453
"4990",363003,2015,"No",14.1669998168945
"4991",363003,2017,"No",16
"4992",363003,2003,"Yes",2.08299994468689
"4993",363003,2005,"No",4.08300018310547
"4994",363003,2007,"No",6.08300018310547
"4995",363003,2020,"No",18.8330001831055
"4996",363003,2013,"Yes",12.1669998168945
"4997",363003,2016,"No",14.75
"4998",363003,2008,"Yes",7.16699981689453
"4999",363003,2004,"Yes",2.66700005531311
"5000",363003,2011,"No",10.0830001831055
"5001",363003,2006,"Yes",5.08300018310547
"5002",363003,2001,"Yes",0.666999995708466
"5003",363501,2002,"No",NA
"5004",363501,2010,"No",33.6669998168945
"5005",363501,2014,"No",37.5
"5006",363501,2012,"Yes",35.5
"5007",363501,2009,"Yes",32.75
"5008",363501,2017,"No",40.5
"5009",363501,2003,"Yes",26.4169998168945
"5010",363501,2005,"No",28.6669998168945
"5011",363501,2007,"No",30.6669998168945
"5012",363501,2013,"No",36.5
"5013",363501,2016,"No",39.4169998168945
"5014",363501,2008,"Yes",31.6669998168945
"5015",363501,2004,"Yes",27.5
"5016",363501,2011,"No",34.5
"5017",363501,2006,"Yes",29.75
"5018",363501,2001,"Yes",24.4169998168945
"5019",363601,2002,"No",NA
"5020",363601,2010,"No",34.25
"5021",363601,2014,"No",38.1669998168945
"5022",363601,2012,"Yes",36.25
"5023",363601,2009,"Yes",33.3330001831055
"5024",363601,2015,"No",39.1669998168945
"5025",363601,2017,"No",41.1669998168945
"5026",363601,2003,"Yes",27.0830001831055
"5027",363601,2005,"No",29.3330001831055
"5028",363601,2007,"No",31.3330001831055
"5029",363601,2013,"No",37.1669998168945
"5030",363601,2016,"No",40.0830001831055
"5031",363601,2008,"Yes",32.3330001831055
"5032",363601,2004,"Yes",28.1669998168945
"5033",363601,2011,"No",35.25
"5034",363601,2006,"Yes",30.4169998168945
"5035",363601,2001,"Yes",25.0830001831055
"5036",363602,2010,"Yes",NA
"5037",363602,2014,"No",6.08300018310547
"5038",363602,2012,"Yes",4.08300018310547
"5039",363602,2009,"Yes",1.25
"5040",363602,2015,"No",7.08300018310547
"5041",363602,2017,"No",9.08300018310547
"5042",363602,2013,"Yes",5.08300018310547
"5043",363602,2016,"No",8
"5044",363602,2008,"Yes",0.25
"5045",363602,2011,"No",3.16700005531311
"5046",366701,2002,"No",NA
"5047",366701,2001,"Yes",31.5830001831055
"5048",366702,2002,"Yes",NA
"5049",366702,2010,"No",9.16699981689453
"5050",366702,2009,"Yes",8.08300018310547
"5051",366702,2003,"Yes",2.16700005531311
"5052",366702,2005,"No",4.16699981689453
"5053",366702,2007,"No",6.08300018310547
"5054",366702,2008,"No",7.08300018310547
"5055",366702,2004,"Yes",3.08299994468689
"5056",366702,2011,"No",10.1669998168945
"5057",366702,2006,"Yes",5.16699981689453
"5058",366801,2002,"No",NA
"5059",366801,2003,"No",34.4169998168945
"5060",366801,2005,"No",36.4169998168945
"5061",366801,2004,"Yes",35.3330001831055
"5062",366801,2006,"No",37.4169998168945
"5063",366801,2001,"Yes",32.3330001831055
"5064",366901,2002,"Yes",NA
"5065",366901,2003,"No",3.16700005531311
"5066",366901,2005,"No",5.08300018310547
"5067",366901,2004,"Yes",4
"5068",366901,2006,"No",6.16699981689453
"5069",366901,2001,"Yes",1
"5070",366902,2002,"No",NA
"5071",366902,2003,"No",29
"5072",366902,2005,"No",30.9169998168945
"5073",366902,2004,"Yes",29.8330001831055
"5074",366902,2001,"Yes",26.8330001831055
"5075",372401,2019,"Yes",NA
"5076",372401,2002,"No",23.4169998168945
"5077",372401,2010,"Yes",1.41700005531311
"5078",372401,2014,"No",5.41699981689453
"5079",372401,2012,"Yes",3.41700005531311
"5080",372401,2009,"Yes",0.416999995708466
"5081",372401,2015,"No",6.5
"5082",372401,2017,"No",8.41699981689453
"5083",372401,2003,"No",24.4169998168945
"5084",372401,2005,"No",26.4169998168945
"5085",372401,2007,"No",28.4169998168945
"5086",372401,2020,"Yes",11.4169998168945
"5087",372401,2013,"Yes",4.5
"5088",372401,2016,"No",7.41699981689453
"5089",372401,2004,"No",25.3330001831055
"5090",372401,2011,"Yes",2.41700005531311
"5091",372401,2006,"No",27.4169998168945
"5092",372401,2001,"Yes",22.3330001831055
"5093",373902,2019,"Yes",NA
"5094",373902,2002,"No",14.1669998168945
"5095",373902,2010,"No",22
"5096",373902,2012,"No",24
"5097",373902,2009,"Yes",21.1669998168945
"5098",373902,2015,"Yes",0.25
"5099",373902,2017,"No",0.75
"5100",373902,2003,"No",15
"5101",373902,2005,"No",17.0830001831055
"5102",373902,2007,"No",19
"5103",373902,2020,"Yes",3.83299994468689
"5104",373902,2016,"Yes",1.33299994468689
"5105",373902,2008,"No",20.0830001831055
"5106",373902,2004,"Yes",16.0830001831055
"5107",373902,2011,"No",23
"5108",373902,2006,"Yes",18.5830001831055
"5109",373902,2001,"Yes",13.0830001831055
"5110",375102,2019,"Yes",NA
"5111",375102,2002,"Yes",0.75
"5112",375102,2012,"Yes",0.416999995708466
"5113",375102,2017,"No",1.66700005531311
"5114",375102,2003,"No",1.75
"5115",375102,2020,"No",4.66699981689453
"5116",375102,2013,"Yes",1.41700005531311
"5117",375102,2016,"Yes",0.666999995708466
"5118",375102,2001,"No",0.833000004291534
"5119",376001,2002,"No",NA
"5120",376001,2010,"No",28.6669998168945
"5121",376001,2014,"No",32.6669998168945
"5122",376001,2012,"Yes",30.5830001831055
"5123",376001,2009,"Yes",27.5830001831055
"5124",376001,2015,"No",33.6669998168945
"5125",376001,2003,"Yes",21.5830001831055
"5126",376001,2005,"No",23.75
"5127",376001,2007,"No",25.6669998168945
"5128",376001,2013,"No",31.75
"5129",376001,2016,"No",34.75
"5130",376001,2008,"Yes",26.5830001831055
"5131",376001,2004,"Yes",22.8330001831055
"5132",376001,2011,"No",29.6669998168945
"5133",376001,2006,"Yes",24.75
"5134",376001,2001,"Yes",19.6669998168945
"5135",376002,2019,"No",NA
"5136",376002,2002,"Yes",5
"5137",376002,2010,"No",12.8330001831055
"5138",376002,2014,"No",16.8330001831055
"5139",376002,2012,"Yes",14.75
"5140",376002,2009,"Yes",11.75
"5141",376002,2015,"No",17.8330001831055
"5142",376002,2017,"No",19.8330001831055
"5143",376002,2003,"Yes",5.75
"5144",376002,2005,"No",7.91699981689453
"5145",376002,2007,"No",9.83300018310547
"5146",376002,2013,"No",15.9169998168945
"5147",376002,2016,"No",18.9169998168945
"5148",376002,2008,"Yes",10.75
"5149",376002,2004,"Yes",6.91699981689453
"5150",376002,2011,"No",13.8330001831055
"5151",376002,2006,"Yes",8.91699981689453
"5152",376002,2001,"Yes",3.83299994468689
"5153",376102,2019,"No",NA
"5154",376102,2002,"Yes",15.5
"5155",376102,2010,"No",23.5
"5156",376102,2014,"No",27.5
"5157",376102,2012,"Yes",25.5830001831055
"5158",376102,2009,"Yes",22.6669998168945
"5159",376102,2015,"No",28.5830001831055
"5160",376102,2017,"No",30.5
"5161",376102,2003,"Yes",16.8330001831055
"5162",376102,2005,"No",18.8330001831055
"5163",376102,2007,"No",20.6669998168945
"5164",376102,2013,"No",26.4169998168945
"5165",376102,2016,"No",29.4169998168945
"5166",376102,2008,"Yes",21.5830001831055
"5167",376102,2004,"Yes",17.8330001831055
"5168",376102,2011,"No",24.5
"5169",376102,2006,"Yes",19.5830001831055
"5170",376102,2001,"Yes",14.4169998168945
"5171",376601,2002,"No",NA
"5172",376601,2010,"No",43.75
"5173",376601,2012,"No",45.8330001831055
"5174",376601,2009,"Yes",42.5830001831055
"5175",376601,2003,"Yes",36.5830001831055
"5176",376601,2005,"No",38.8330001831055
"5177",376601,2007,"No",40.6669998168945
"5178",376601,2008,"No",41.75
"5179",376601,2004,"Yes",37.6669998168945
"5180",376601,2011,"No",44.6669998168945
"5181",376601,2006,"Yes",39.9169998168945
"5182",376601,2001,"Yes",34.5
"5183",376602,2019,"Yes",NA
"5184",376602,2002,"No",19.3330001831055
"5185",376602,2010,"No",27.5830001831055
"5186",376602,2012,"No",29.6669998168945
"5187",376602,2009,"Yes",26.4169998168945
"5188",376602,2003,"Yes",20.4169998168945
"5189",376602,2005,"No",22.6669998168945
"5190",376602,2007,"No",24.5
"5191",376602,2013,"No",30.3330001831055
"5192",376602,2008,"Yes",25.5830001831055
"5193",376602,2004,"Yes",21.5
"5194",376602,2011,"No",28.5
"5195",376602,2006,"Yes",23.75
"5196",376602,2001,"Yes",18.3330001831055
"5197",377603,2002,"No",NA
"5198",377603,2010,"No",30.9169998168945
"5199",377603,2014,"No",34.75
"5200",377603,2012,"Yes",32.75
"5201",377603,2009,"Yes",29.75
"5202",377603,2003,"Yes",23.8330001831055
"5203",377603,2005,"No",25.9169998168945
"5204",377603,2007,"No",27.9169998168945
"5205",377603,2013,"No",33.8330001831055
"5206",377603,2008,"Yes",28.9169998168945
"5207",377603,2004,"Yes",24.8330001831055
"5208",377603,2011,"No",31.75
"5209",377603,2006,"Yes",26.9169998168945
"5210",377603,2001,"Yes",21.8330001831055
"5211",379701,2019,"No",NA
"5212",379701,2002,"Yes",9.16699981689453
"5213",379701,2010,"No",17.0830001831055
"5214",379701,2014,"No",21.0830001831055
"5215",379701,2012,"Yes",19.1669998168945
"5216",379701,2009,"Yes",16.0830001831055
"5217",379701,2015,"No",22.3330001831055
"5218",379701,2017,"No",24.0830001831055
"5219",379701,2003,"Yes",10.1669998168945
"5220",379701,2005,"No",12.0830001831055
"5221",379701,2007,"No",14.0830001831055
"5222",379701,2013,"No",20.0830001831055
"5223",379701,2016,"No",23.25
"5224",379701,2008,"Yes",15.1669998168945
"5225",379701,2004,"Yes",11
"5226",379701,2011,"No",18.4169998168945
"5227",379701,2006,"Yes",13.1669998168945
"5228",379701,2001,"Yes",8.08300018310547
"5229",380301,2019,"No",NA
"5230",380301,2002,"Yes",7.08300018310547
"5231",380301,2010,"No",14.8330001831055
"5232",380301,2014,"No",19
"5233",380301,2012,"Yes",16.9169998168945
"5234",380301,2009,"Yes",13.9169998168945
"5235",380301,2015,"No",19.9169998168945
"5236",380301,2017,"No",21.9169998168945
"5237",380301,2003,"Yes",8
"5238",380301,2005,"No",10.0830001831055
"5239",380301,2007,"No",12.3330001831055
"5240",380301,2020,"No",24.8330001831055
"5241",380301,2013,"Yes",18.0830001831055
"5242",380301,2016,"No",20.9169998168945
"5243",380301,2008,"Yes",13
"5244",380301,2004,"Yes",9
"5245",380301,2011,"No",15.9169998168945
"5246",380301,2006,"Yes",11.0830001831055
"5247",380301,2001,"Yes",5.91699981689453
"5248",382201,2002,"No",NA
"5249",382201,2003,"No",35.25
"5250",382201,2005,"No",37.4169998168945
"5251",382201,2004,"Yes",36.0830001831055
"5252",382201,2006,"No",38.1669998168945
"5253",382201,2001,"Yes",33.0830001831055
"5254",382901,2019,"No",NA
"5255",382901,2002,"Yes",16.3330001831055
"5256",382901,2010,"No",24.0830001831055
"5257",382901,2014,"No",28.0830001831055
"5258",382901,2012,"Yes",26.1669998168945
"5259",382901,2009,"Yes",23.25
"5260",382901,2015,"No",29.1669998168945
"5261",382901,2017,"No",31.1669998168945
"5262",382901,2003,"Yes",17.1669998168945
"5263",382901,2005,"No",19.25
"5264",382901,2007,"No",21.5830001831055
"5265",382901,2020,"No",34.0830001831055
"5266",382901,2013,"Yes",27.0830001831055
"5267",382901,2016,"No",30.1669998168945
"5268",382901,2008,"Yes",22.0830001831055
"5269",382901,2004,"Yes",18.25
"5270",382901,2011,"No",25.1669998168945
"5271",382901,2006,"Yes",20.25
"5272",382901,2001,"Yes",15.1669998168945
"5273",383201,2002,"Yes",NA
"5274",383201,2003,"No",14.5
"5275",383201,2004,"No",15.5
"5276",383201,2001,"Yes",12.5
"5277",389001,2002,"Yes",NA
"5278",389001,2003,"No",6.66699981689453
"5279",389001,2004,"No",7.58300018310547
"5280",389001,2001,"Yes",4.83300018310547
"5281",389501,2002,"No",NA
"5282",389501,2001,"Yes",29
"5283",390901,2002,"Yes",NA
"5284",390901,2014,"Yes",1.75
"5285",390901,2015,"No",2.66700005531311
"5286",390901,2003,"No",11.5830001831055
"5287",390901,2008,"Yes",3.08299994468689
"5288",390901,2001,"No",9.66699981689453
"5289",391201,2002,"Yes",NA
"5290",391201,2003,"No",7.83300018310547
"5291",391201,2001,"Yes",5.91699981689453
"5292",392401,2019,"Yes",NA
"5293",392401,2002,"No",21.3330001831055
"5294",392401,2014,"Yes",0.0829999968409538
"5295",392401,2015,"No",1.08299994468689
"5296",392401,2017,"No",3.08299994468689
"5297",392401,2003,"No",22.3330001831055
"5298",392401,2005,"No",24.5
"5299",392401,2020,"Yes",6.16699981689453
"5300",392401,2016,"Yes",2.08299994468689
"5301",392401,2004,"No",23.3330001831055
"5302",392401,2006,"No",25.75
"5303",392401,2001,"Yes",20.25
"5304",392402,2019,"Yes",NA
"5305",392402,2002,"No",13.5830001831055
"5306",392402,2017,"Yes",0.416999995708466
"5307",392402,2003,"No",14.5830001831055
"5308",392402,2020,"Yes",3.5
"5309",392402,2004,"No",15.5830001831055
"5310",392402,2001,"Yes",12.5
"5311",393803,2019,"No",NA
"5312",393803,2002,"Yes",7.5
"5313",393803,2010,"No",15.5
"5314",393803,2014,"No",19.5
"5315",393803,2012,"Yes",17.5
"5316",393803,2009,"Yes",14.5
"5317",393803,2015,"No",20.5
"5318",393803,2017,"No",22.5830001831055
"5319",393803,2003,"Yes",8.41699981689453
"5320",393803,2005,"No",10.5
"5321",393803,2007,"No",12.5
"5322",393803,2020,"No",25.5
"5323",393803,2013,"Yes",18.5
"5324",393803,2016,"No",21.5
"5325",393803,2008,"Yes",13.5
"5326",393803,2004,"Yes",9.41699981689453
"5327",393803,2011,"No",16.5
"5328",393803,2006,"Yes",11.5
"5329",393803,2001,"Yes",6.5
"5330",396001,2019,"No",NA
"5331",396001,2002,"Yes",17.9169998168945
"5332",396001,2010,"No",26
"5333",396001,2014,"No",29.8330001831055
"5334",396001,2012,"Yes",27.8330001831055
"5335",396001,2009,"Yes",24.8330001831055
"5336",396001,2015,"No",30.8330001831055
"5337",396001,2017,"No",32.8330001831055
"5338",396001,2003,"Yes",18.8330001831055
"5339",396001,2005,"No",20.9169998168945
"5340",396001,2007,"No",22.8330001831055
"5341",396001,2020,"No",35.8330001831055
"5342",396001,2013,"Yes",28.9169998168945
"5343",396001,2016,"No",31.8330001831055
"5344",396001,2008,"Yes",23.9169998168945
"5345",396001,2004,"Yes",19.8330001831055
"5346",396001,2011,"No",26.9169998168945
"5347",396001,2006,"Yes",21.9169998168945
"5348",396001,2001,"Yes",16.75
"5349",396002,2002,"No",NA
"5350",396002,2010,"No",33.5830001831055
"5351",396002,2014,"No",37.4169998168945
"5352",396002,2012,"Yes",35.4169998168945
"5353",396002,2009,"Yes",32.4169998168945
"5354",396002,2015,"No",38.4169998168945
"5355",396002,2017,"No",40.4169998168945
"5356",396002,2003,"Yes",26.4169998168945
"5357",396002,2005,"No",28.5
"5358",396002,2007,"No",30.4169998168945
"5359",396002,2013,"No",36.4169998168945
"5360",396002,2016,"No",39.4169998168945
"5361",396002,2008,"Yes",31.5
"5362",396002,2004,"Yes",27.4169998168945
"5363",396002,2011,"No",34.5
"5364",396002,2006,"Yes",29.5
"5365",396002,2001,"Yes",24.3330001831055
"5366",396201,2001,"No",NA
"5367",396202,2002,"Yes",NA
"5368",396202,2012,"No",28.75
"5369",396202,2009,"Yes",25.6669998168945
"5370",396202,2003,"Yes",19.6669998168945
"5371",396202,2005,"No",21.75
"5372",396202,2007,"No",23.75
"5373",396202,2013,"No",29.8330001831055
"5374",396202,2008,"Yes",24.75
"5375",396202,2004,"Yes",20.6669998168945
"5376",396202,2011,"No",27.75
"5377",396202,2006,"Yes",22.75
"5378",396202,2001,"Yes",17.5830001831055
"5379",398701,2019,"Yes",NA
"5380",398701,2014,"Yes",3.75
"5381",398701,2012,"Yes",1.58299994468689
"5382",398701,2015,"No",4.58300018310547
"5383",398701,2017,"No",6.58300018310547
"5384",398701,2020,"No",9.66699981689453
"5385",398701,2013,"Yes",2.83299994468689
"5386",398701,2016,"No",5.58300018310547
"5387",398701,2011,"Yes",0.583000004291534
"5388",399901,2002,"No",NA
"5389",399901,2010,"No",9
"5390",399901,2014,"No",13
"5391",399901,2012,"Yes",11
"5392",399901,2009,"Yes",8
"5393",399901,2015,"No",14.0830001831055
"5394",399901,2017,"No",16
"5395",399901,2003,"Yes",1.91700005531311
"5396",399901,2005,"No",4.08300018310547
"5397",399901,2007,"No",6
"5398",399901,2013,"No",12
"5399",399901,2016,"No",15
"5400",399901,2008,"Yes",7
"5401",399901,2004,"Yes",2.91700005531311
"5402",399901,2011,"No",10
"5403",399901,2006,"Yes",5.08300018310547
"5404",399901,2001,"Yes",4.83300018310547
"5405",399902,2002,"No",NA
"5406",399902,2010,"No",15.4169998168945
"5407",399902,2009,"Yes",14.4169998168945
"5408",399902,2003,"Yes",8.33300018310547
"5409",399902,2005,"No",10.5
"5410",399902,2007,"No",12.4169998168945
"5411",399902,2008,"No",13.4169998168945
"5412",399902,2004,"Yes",9.33300018310547
"5413",399902,2006,"No",11.5
"5414",399902,2001,"Yes",6.33300018310547
"5415",400401,2002,"No",NA
"5416",400401,2009,"No",37.4169998168945
"5417",400401,2003,"Yes",31.3330001831055
"5418",400401,2005,"No",33.5
"5419",400401,2007,"No",35.4169998168945
"5420",400401,2008,"No",37
"5421",400401,2004,"Yes",32.3330001831055
"5422",400401,2006,"No",34.4169998168945
"5423",400401,2001,"Yes",29.3330001831055
"5424",400702,2019,"Yes",NA
"5425",400702,2002,"No",6.66699981689453
"5426",400702,2010,"No",14.75
"5427",400702,2014,"No",18.75
"5428",400702,2012,"Yes",16.75
"5429",400702,2009,"Yes",13.75
"5430",400702,2015,"Yes",0.5
"5431",400702,2003,"No",7.66699981689453
"5432",400702,2005,"No",9.83300018310547
"5433",400702,2007,"No",11.75
"5434",400702,2020,"Yes",2
"5435",400702,2013,"No",17.75
"5436",400702,2008,"Yes",12.75
"5437",400702,2004,"Yes",8.66699981689453
"5438",400702,2011,"No",15.75
"5439",400702,2006,"Yes",10.75
"5440",400702,2001,"Yes",5.83300018310547
"5441",401201,2003,"No",NA
"5442",401201,2007,"No",33.3330001831055
"5443",401201,2008,"No",34.3330001831055
"5444",401201,2004,"Yes",30.3330001831055
"5445",401201,2001,"Yes",27.3330001831055
"5446",401202,2002,"Yes",NA
"5447",401202,2010,"No",9
"5448",401202,2012,"No",11
"5449",401202,2009,"Yes",8
"5450",401202,2015,"No",14.1669998168945
"5451",401202,2017,"No",16
"5452",401202,2003,"Yes",1.91700005531311
"5453",401202,2005,"No",4
"5454",401202,2007,"No",6
"5455",401202,2020,"Yes",1.58299994468689
"5456",401202,2013,"No",12
"5457",401202,2016,"No",15
"5458",401202,2008,"Yes",7
"5459",401202,2011,"No",10
"5460",401202,2006,"Yes",5
"5461",402602,2002,"No",NA
"5462",402602,2003,"No",30.25
"5463",402602,2005,"No",32.3330001831055
"5464",402602,2004,"Yes",31.25
"5465",402602,2006,"No",33.3330001831055
"5466",402602,2001,"Yes",28.25
"5467",403801,2001,"Yes",NA
"5468",403802,2002,"No",NA
"5469",403802,2008,"Yes",0.166999995708466
"5470",403802,2001,"No",41.4169998168945
"5471",405703,2019,"Yes",NA
"5472",405703,2002,"Yes",18.4169998168945
"5473",405703,2010,"No",26.5
"5474",405703,2014,"No",30.4169998168945
"5475",405703,2012,"Yes",28.4169998168945
"5476",405703,2009,"Yes",25.4169998168945
"5477",405703,2015,"No",31.5
"5478",405703,2017,"No",33.4169998168945
"5479",405703,2003,"Yes",19.4169998168945
"5480",405703,2005,"No",21.4169998168945
"5481",405703,2007,"No",23.5
"5482",405703,2020,"No",36.4169998168945
"5483",405703,2013,"Yes",29.5
"5484",405703,2016,"No",32.6669998168945
"5485",405703,2008,"Yes",24.4169998168945
"5486",405703,2004,"Yes",20.4169998168945
"5487",405703,2011,"No",27.5
"5488",405703,2006,"Yes",22.4169998168945
"5489",405703,2001,"Yes",17.4169998168945
"5490",407702,2019,"No",NA
"5491",407702,2002,"Yes",22.1669998168945
"5492",407702,2010,"No",30.1669998168945
"5493",407702,2014,"No",34.1669998168945
"5494",407702,2012,"Yes",32.0830001831055
"5495",407702,2009,"Yes",29.1669998168945
"5496",407702,2015,"No",35.0830001831055
"5497",407702,2017,"No",37.1669998168945
"5498",407702,2003,"Yes",23.0830001831055
"5499",407702,2005,"No",25.1669998168945
"5500",407702,2007,"No",27.1669998168945
"5501",407702,2020,"No",40.0830001831055
"5502",407702,2013,"Yes",33.0830001831055
"5503",407702,2016,"No",36.0830001831055
"5504",407702,2008,"Yes",28.0830001831055
"5505",407702,2011,"No",31.0830001831055
"5506",407702,2006,"Yes",26.1669998168945
"5507",407702,2001,"Yes",21.0830001831055
"5508",413401,2002,"No",NA
"5509",413401,2003,"No",38.5
"5510",413401,2005,"No",40.5
"5511",413401,2007,"No",42.5
"5512",413401,2004,"Yes",39.3330001831055
"5513",413401,2006,"No",41.5
"5514",413401,2001,"Yes",36.4169998168945
"5515",413402,2002,"Yes",NA
"5516",413402,2010,"No",38.6669998168945
"5517",413402,2009,"Yes",37.75
"5518",413402,2003,"Yes",31.5830001831055
"5519",413402,2005,"No",33.5830001831055
"5520",413402,2007,"No",35.5830001831055
"5521",413402,2008,"No",36.5
"5522",413402,2004,"Yes",32.4169998168945
"5523",413402,2011,"No",39.8330001831055
"5524",413402,2006,"Yes",34.5830001831055
"5525",413402,2001,"Yes",29.5
"5526",414701,2019,"Yes",NA
"5527",414701,2002,"Yes",2.83299994468689
"5528",414701,2010,"Yes",0.416999995708466
"5529",414701,2012,"No",2.41700005531311
"5530",414701,2009,"Yes",0.25
"5531",414701,2015,"No",0.333000004291534
"5532",414701,2017,"No",2.33299994468689
"5533",414701,2003,"No",3.83299994468689
"5534",414701,2005,"No",5.91699981689453
"5535",414701,2007,"Yes",0.333000004291534
"5536",414701,2020,"No",5.33300018310547
"5537",414701,2013,"Yes",0.5
"5538",414701,2016,"No",1.41700005531311
"5539",414701,2008,"Yes",0.5
"5540",414701,2004,"No",5
"5541",414701,2011,"Yes",1.41700005531311
"5542",414701,2006,"No",6.83300018310547
"5543",414701,2001,"Yes",1.83299994468689
"5544",414702,2019,"No",NA
"5545",414702,2002,"Yes",2.41700005531311
"5546",414702,2014,"Yes",0.666999995708466
"5547",414702,2012,"No",0.833000004291534
"5548",414702,2009,"No",6
"5549",414702,2015,"Yes",1.75
"5550",414702,2017,"No",3.66700005531311
"5551",414702,2005,"Yes",2.08299994468689
"5552",414702,2007,"No",4.08300018310547
"5553",414702,2020,"No",6.66699981689453
"5554",414702,2013,"Yes",1.91700005531311
"5555",414702,2016,"No",2.75
"5556",414702,2008,"No",5.08300018310547
"5557",414702,2004,"Yes",1.16700005531311
"5558",414702,2006,"No",3
"5559",414702,2001,"Yes",1.41700005531311
"5560",414801,2002,"No",NA
"5561",414801,2003,"No",27.8330001831055
"5562",414801,2005,"No",29.9169998168945
"5563",414801,2007,"No",31.8330001831055
"5564",414801,2008,"No",32.8330001831055
"5565",414801,2004,"Yes",28.9169998168945
"5566",414801,2006,"No",30.75
"5567",414801,2001,"Yes",25.75
"5568",414802,2002,"Yes",NA
"5569",414802,2010,"No",9.5
"5570",414802,2014,"No",13.5
"5571",414802,2012,"Yes",11.5
"5572",414802,2009,"Yes",8.5
"5573",414802,2015,"No",14.5830001831055
"5574",414802,2017,"No",16.5
"5575",414802,2003,"Yes",2.58299994468689
